apartment_,latitude,longitude,place_id,zipcode,website,property_a,map_url,phone,Market_Time,School_Time
550 Abernathy Apartments,33.938476,-84.368508,ChIJVX5g0Mbdw4kRNe8XnaaMvq8,30328,http://www.hgliving.com/550-abernathy-atlanta-ga,"550 Abernathy Rd NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=12663713849440464693,(404) 256-9888,30 mins,19 mins
Sierra Place,33.911473,-84.384766,ChIJW89rg-0O9YgR0M_lvzaIzug,30328,http://www.sierraplace-apartments.com/,"66 Northwood Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=16775495430730797008,(404) 255-9219,12 mins,23 mins
M789,33.917636,-84.360119,ChIJw8diUbEO9YgRgF9oYHkWOUk,30328,http://www.m789atlanta.com/,"789 Hammond Dr NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=5276273149005553536,(404) 692-5161,36 mins,30 mins
The Point at Perimeter Apartments,33.935089,-84.341317,ChIJWygePuIL9YgRQ-m8XytimhU,30328,http://www.pointatperimeter-apts.com/,"100 Ashford Gables Dr, Dunwoody, GA 30338, USA",https://maps.google.com/?cid=1556664559639259459,(770) 392-9709,30 mins,24 mins
Heights Perimeter Center,33.927106,-84.331612,ChIJx6S6BWcJ9YgRqSl8cKNcGzs,30328,http://www.heightsperimetercenter.com/,"100 Perimeter Trace, Dunwoody, GA 30346, USA",https://maps.google.com/?cid=4259099729645545897,(770) 399-9920,30 mins,24 mins
Park at Abernathy Square Apartments,33.941967,-84.368276,ChIJXdM5CxwM9YgRXERZmRFDgD0,30328,http://www.parkatabernathy.com/,"6925 Roswell Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=4431615776198837340,(855) 707-5540,27 mins,9 mins
Spalding Bridge,33.960863,-84.360969,ChIJyzQbo3MM9YgRKWe4YozhKeM,30328,http://www.livespaldingbridge.com/,"47 Spalding Trail NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=16368862313722701609,(770) 233-7375,8 mins,20 mins
Laurels At Overlook Park Apartments,33.970927,-84.373049,ChIJZSTHNWYM9YgRpq_i-mk6nOg,30328,http://www.laurels-apts.com/,"415 Morgan Falls Rd, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=16761336140021280678,(844) 245-0940,42 mins,56 mins
Prelude at Clairmont Apartments,33.84163,-84.317415,ChIJ_____zsG9YgRX6lCgVSK2oA,30329,http://www.preludeatclairmont-apts.com/,"2924 Clairmont Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=9284885677328214367,(404) 975-1204,40 mins,5 mins
Audubon Briarcliff Apartments,33.838281,-84.309303,ChIJ7aI0m9QH9YgRxiGckNNu9Ak,30329,http://www.audubonbriarcliff.com/,"3120 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=717320095602057670,(404) 321-6566,49 mins,12 mins
The Marq at Brookhaven,33.835736,-84.337919,ChIJAbvZjBkG9YgRrfe24yfNoys,30329,http://www.marqbrookhaven.com/,"50 Lincoln Ct Ave NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=3144582536042575789,(404) 969-6914,39 mins,12 mins
The Terraces at Brookhaven,33.849419,-84.326135,ChIJbZJlb5wI9YgR9e--MYpHi80,30329,http://www.theterracesatbrookhaven.com/,"3510 Buford Hwy NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=14811010458403663861,(800) 773-2818,19 mins,17 mins
Camden St. Clair Apartments,33.837947,-84.314917,ChIJc5-eQywG9YgRZ8kcLMDCC8k,30329,https://www.camdenliving.com/atlanta-ga-apartments/camden-st-clair,"3000 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=14486886756996925799,(404) 327-9555,40 mins,5 mins
Stone Creek at Druid Hills Apartment Homes,33.838017,-84.327803,ChIJDy-09SMG9YgRd_OqU2zpN98,30329,http://mystonecreekapartments.com/,"1590 Northeast Expy, Atlanta, GA 30329, USA",https://maps.google.com/?cid=16084581245646467959,(866) 634-6243,39 mins,12 mins
Hampton Hall Apartments,33.818406,-84.333982,ChIJIZQLKGoG9YgRKbEH2xAbUu0,30329,http://www.kencoapartments.com/,"2217 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=17100760494287335721,(404) 634-7780,11 mins,20 mins
Kenco Apartment Communities,33.819425,-84.31168,ChIJjSdS3rQH9YgR0GD4IyzFIPs,30329,http://www.kencoapartments.com/,"2284 Lavista Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=18095680096147366096,(404) 633-3468,27 mins,14 mins
Briarcliff Apartments,33.830303,-84.325313,ChIJjWWNUjoG9YgRJ1Rmz-ZYpT8,30329,http://www.thebriarcliffapts.com/,"7000 Briarcliff Gables Cir NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=4586169543892030503,(404) 325-0321,40 mins,5 mins
Viera Briarcliff,33.825957,-84.316399,ChIJLXidPjQG9YgRfvwfVWHnsVU,30329,http://www.vierabriarcliffapts.com/,"2696 N Druid Hills Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=6174970969327664254,(404) 448-1803,27 mins,14 mins
Viera Briarcliff Apartment Homes,33.82225,-84.316397,ChIJM3idPjQG9YgRGgMGYOsXhsE,30329,http://www.vierabriarcliffatlanta.com/,"2696 N Druid Hills Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=13944859595895079706,(404) 633-8258,27 mins,14 mins
Encore at Clairmont Apartments,33.842567,-84.317444,ChIJtRepayoG9YgRU30mw28fKeE,30329,http://www.encoreatclairmont-apts.com/,"1000 Barone Ave, Atlanta, GA 30329, USA",https://maps.google.com/?cid=16224533697454832979,(404) 445-1462,40 mins,5 mins
Marquis at Briarcliff,33.831944,-84.321437,ChIJyQbtDTAG9YgRZdYYKW5SWpQ,30329,http://www.mqbriarcliff.com/,"1000 Gables Way NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=10689947298606667365,(678) 666-0909,40 mins,5 mins
Villas On Briarcliff,33.835804,-84.31537,ChIJYzx1rS0G9YgRDf4abUG7BZY,30329,http://www.villasonbriarcliff.com/,"1831 Briarcliff Circle, NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=10810252370250497549,(404) 634-6415,40 mins,5 mins
Greens At Cascade,33.735084,-84.531535,ChIJ-3vZApse9YgR-2x7VO8Gtf0,30331,http://www.fifecoproperties.com/Apartments/module/property_info/property%5Bid%5D/8112/,"4355 Cascade Rd, Atlanta, GA 30331, USA",https://maps.google.com/?cid=18281525887364721915,(404) 505-0215,55 mins,1 hour 2 mins
Walton Lakes & The Legacy at Walton Lakes Apartment Homes,33.661796,-84.537962,ChIJ7fFNK-nh9IgR6fRrwlpzFT4,30331,http://www.waltonlakes.com/,"4687 Camp Creek Pkwy, Atlanta, GA 30331, USA",https://maps.google.com/?cid=4473608638508561641,(404) 666-4117,39 mins,55 mins
Sandtown Vista,33.719368,-84.569557,ChIJDRQp4asf9YgR-kZFTeQKqMk,30331,http://www.sandtown-vista.com/,"1475 Sand Bay Dr SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=14530876173376112378,(404) 346-1054,1 hour 42 mins,35 mins
Sussex Square Apartments,33.735026,-84.530327,ChIJ-dWrBJse9YgRN1s3-UKYsbM,30331,http://sussexsquare.webs.com/,"4341 Cascade Rd, Atlanta, GA 30331, USA",https://maps.google.com/?cid=12948297817083304759,(404) 699-0326,55 mins,1 hour 2 mins
Alta Coventry Station,33.682096,-84.50137,ChIJ-fR4NPMd9YgRg_sWMaqK2hA,30331,http://www.altacoventrystation.com/,"3378 Greenbriar Pkwy SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=1214435513102433155,(866) 683-8951,1 hour 8 mins,7 mins
Hidden Crest Apartments,33.668535,-84.494481,ChIJh8rlNHHi9IgRvH0ywfmoZTo,30331,http://www.hiddencreste.com/,"3200 Stone Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=4207955217489231292,(404) 349-4220,1 hour 5 mins,29 mins
Walton Lakes Apartments,33.667889,-84.543231,ChIJj6mqAN3h9IgRZF0QN189OcU,30331,http://www.waltoncommunities.com/,"4687 N Camp Creek Pkwy SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=14211457578299317604,(404) 645-7400,57 mins,22 mins
Ashley Cascade,33.718441,-84.52339,ChIJkTEAv38e9YgRCEekph-2RNw,30331,http://www.ashleycascade.com,"1371 Kimberly Way SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=15872011233816495880,(866) 791-2924,25 mins,32 mins
Preserve At Cascade,33.733191,-84.510331,ChIJm8SR6Doc9YgRu3nOllVva6M,30331,http://www.preservecascade.com/,"751 Fairburn Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=11775628064083311035,(404) 696-0776,1 hour 20 mins,48 mins
Village On the Green,33.68475,-84.494957,ChIJmVmXNQ889YgRVjheVc5aW8g,30331,http://www.villageapthomes.com/,"2975 Continental Colony Pkwy SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=14437232872708257878,(404) 586-4123,1 hour 8 mins,7 mins
Harmony Park,33.692434,-84.624826,ChIJmW1wWxIg9YgRaBlhPy8AyUk,30331,http://rjamesproperties.com/properties/harmonypark/,"7250 Campbellton Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=5316781038014372200,(404) 349-6455,2 hours 47 mins,58 mins
Park at Greenbriar,33.684194,-84.492206,ChIJr-AV544d9YgRh3n3yBdcrr8,30331,http://rjamesproperties.com/properties/greenbriar/,"3000 Continental Colony Pkwy SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=13812078364417554823,(404) 349-3688,43 mins,14 mins
Westwood Glen Apartments,33.720526,-84.509712,ChIJRcSawDIc9YgR8Rf0Y-o4FJk,30331,http://www.westwoodglen.com/,"1225 Fairburn Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=11030503966687631345,(404) 344-5110,25 mins,32 mins
Cascade Oaks,33.723245,-84.511253,ChIJrWrn7S0c9YgRWOb6yUw-Sj0,30331,http://www.cascadeoaksapts.com/,"3820 Old Cascade Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=4416410884117292632,(404) 476-4648,25 mins,32 mins
Hidden Hollow Apartments,33.742877,-84.510717,ChIJs_T94Twc9YgRRC64vK-x9NE,30331, ,"415 Fairburn Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=15128912416587918916,(404) 691-5868,1 hour 20 mins,48 mins
Country Squire Atlanta Apartments,33.73674,-84.533043,ChIJSQAZ_Zoe9YgRguNzjL-Sulw,30331,http://www.countrysquirega.com/,"4375 Cascade Rd, Atlanta, GA 30331, USA",https://maps.google.com/?cid=6681814348550366082,(404) 699-1018,55 mins,1 hour 2 mins
Panther Riverside Parc,33.708016,-84.591186,ChIJv5AcRJEf9YgR7mYyDXFAfZM,30331,http://www.pantherriversideparc.com/,"1925 Waycrest Dr, Atlanta, GA 30331, USA",https://maps.google.com/?cid=10627721549961127662,(404) 348-8891,2 hours 12 mins,43 mins
Martin House Apartments,33.76384,-84.510324,ChIJW816vAkc9YgREy9GnLijbVQ,30331, ,"3724 M.L.K. Jr Dr NW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=6083698684938563347,(404) 696-0757,1 hour 29 mins,31 mins
Stone Park Presidential Apartments,33.668068,-84.501318,ChIJXbFKEgvi9IgRd2m6A0xz8k4,30331,http://www.sppresidential.com/,"3540 N Camp Creek Pkwy SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=5688736049639614839,(404) 494-3999,1 hour 5 mins,29 mins
The Park at Riverview,33.692733,-84.62514,ChIJXQxO6RIg9YgRXuYBKNpq47Y,30331,http://www.livewellparkatriverview.com/,"7350 Campbellton Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=13178494419822831198,(404) 349-9320,2 hours 47 mins,58 mins
The Landings at Princeton Lakes,33.659062,-84.508373,ChIJy3Jf5xDi9IgRC9TptBw6HM8,30331,http://www.landingsprincetonlakes.com/,"3725 Princeton Lakes Pkwy, Atlanta, GA 30331, USA",https://maps.google.com/?cid=14923867160167699467,(404) 418-8624,15 mins,35 mins
Cascade Glen Apartments,33.693617,-84.515017,ChIJzfign-Yd9YgRQd5vgfJKek4,30331,http://www.jamcoproperties.com/property/23/Cascade-Glen-Apartments,"3901 Campbellton Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=5654914687531212353,(888) 653-9485,1 hour 13 mins,19 mins
251 North Apartment Homes,33.77025,-84.378153,ChIJ1yj7vW0E9YgRtbwUb-PwJTY,30332,http://www.251northapartments.com/,"300 Cityline Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=3901789511798275253,(404) 881-6699,12 mins,2 mins
Post Biltmore,33.761193,-84.373785,ChIJ3xiOWHIE9YgRtprVpqd9XbI,30332,http://www.postproperties.com/,"433 Highland Ave NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=12852567070597290678, ,9 mins,20 mins
The Prato at Midtown Apartments,33.7656,-84.378064,ChIJ8QQ4pnME9YgRuWWISbxlSpo,30332,http://www.thepratoatmidtown-apts.com/,"400 Central Park Pl NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=11117810489479423417,(404) 800-1485,12 mins,2 mins
131 Ponce de Leon,33.771828,-84.38265,ChIJD0Z-VG4E9YgRaEh0O7-_CGg,30332,http://www.live131ponce.com/,"131 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=7496452407815325800,(855) 766-2313,12 mins,2 mins
Atlanta Apartment Finders - RentalsGoneWild.com,33.771541,-84.381343,ChIJd3BEXW4E9YgRETdcWQdXtxw,30332,http://www.rentalsgonewild.com/,"625 Piedmont Ave NE #2029, Atlanta, GA 30308, USA",https://maps.google.com/?cid=2069218242875635473,(404) 921-2519,12 mins,2 mins
"Law & Moran, Attorneys at Law",33.76989,-84.388618,ChIJdxCs1WQE9YgRAa7aoLrMgwg,30332,http://www.petelawattorney.com/,"563 Spring St NW, Atlanta, GA 30308, USA",https://maps.google.com/?cid=613559076187188737,(404) 814-3700,12 mins,2 mins
Camden Midtown Atlanta Apartments,33.772233,-84.378778,ChIJeVwPTGwE9YgRVoLQt21YZ7Y,30332,https://www.camdenliving.com/atlanta-ga-apartments/camden-midtown-atlanta,"265 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=13143571265762656854,(404) 347-9200,12 mins,2 mins
Advantage Corporation Apartments,33.769105,-84.382279,ChIJE-xewnEE9YgR4cwBzKD4qBo,30332,http://www.advantageapartments.com/,"530 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=1921058610574642401,(404) 748-1971,12 mins,2 mins
The Waterford on Piedmont,33.769038,-84.382238,ChIJE-xewnEE9YgR5fc5P36zMa4,30332,http://www.thewaterfordonpiedmont.com/,"530 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=12552010991266297829,(404) 870-9992,12 mins,2 mins
Savannah Midtown Apartments,33.770304,-84.38016,ChIJEz8P2G0E9YgR904FTfStLo8,30332,http://savannahmidtownapts.com/,"215 North Avenue NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=10317375061128204023,(404) 874-5252,12 mins,2 mins
Cosby Spear Highrise,33.770775,-84.375096,ChIJI1qSLW0E9YgRqdRJa0rBDfQ,30332,http://www.atlantahousing.org/portfolio/index.cfm?Fuseaction=affordable_property&id=21,"355 North Avenue NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=17585924645323396265,(404) 249-1305,9 mins,20 mins
Centennial Place Apartments,33.768731,-84.392383,ChIJla4DuXwE9YgR3yCtvTqd2WA,30332,http://centennialplaceapartments.com/,"526 Centennial Olympic Park Dr NW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=6978781973203198175,(844) 315-8084,12 mins,2 mins
Ivy Hall Apartments,33.771607,-84.381321,ChIJn1b6XW4E9YgR50q8c90fnZc,30332,http://www.ivyhallapts.com/,"625 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=10924923307060644583,(404) 685-1661,12 mins,2 mins
Solace on Peachtree,33.774154,-84.385172,ChIJo0YKQ28E9YgRGLjQjVGmGlQ,30332,http://www.solaceonpeachtree.com/,"710 Peachtree St NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=6060339117782251544,(404) 828-0910,4 mins,19 mins
Commons at Imperial Hotel,33.764024,-84.385498,ChIJOUonqHAE9YgRir5CGBoKHRc,30332,https://www.nationalchurchresidences.org/communities/ga/atlanta/commons-at-imperial-hotel,"355 Peachtree St NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=1665498544389406346,(404) 410-1420,12 mins,2 mins
Biltmore at Midtown Apartments,33.777921,-84.386706,ChIJr7zKzGcE9YgRruPzIkImKgc,30332,http://www.biltmoreatmidtown-apts.com/,"855 West Peachtree St NW, Atlanta, GA 30308, USA",https://maps.google.com/?cid=516267172783449006,(404) 888-0822,4 mins,19 mins
North Avenue Apartments,33.770102,-84.391359,ChIJS5N0VGME9YgR2ceU70RzXCU,30332,https://housing.gatech.edu/halls/Pages/Building-Detail.aspx?bldgID=191E,"120 North Avenue NW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=2692153417175189465,(404) 894-2470,12 mins,2 mins
Alexander on Ponce Apartments,33.773041,-84.382952,ChIJucyj5G4E9YgRKbzrbsQTSRc,30332,http://www.alexanderonponce.com/,"144 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=1677894070567681065,(404) 815-8020,4 mins,19 mins
Marquis Vista,33.764389,-84.38223,ChIJW753I3EE9YgRMSMt73h22A8,30332, ,"396 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=1141792767319286577, ,12 mins,2 mins
Century Skyline Apartments,33.764897,-84.382617,ChIJW753I3EE9YgRPIrVZI9jerE,30332,http://www.centuryskylineapts.com/,"396 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=12788643559395134012,(855) 434-8045,12 mins,2 mins
Skyhouse South,33.777499,-84.383199,ChIJX7tx_GgE9YgRAOWMgxKNZII,30332,http://www.skyhousesouth.com/,"100 6th Street Northeast, Atlanta, GA 30308, USA",https://maps.google.com/?cid=9395789833257673984,(404) 445-0650,4 mins,19 mins
Peaks of West Atlanta,33.789697,-84.477225,ChIJ7arXRw8b9YgRsa2djfUHQ6U,30336, ,"1212 James Jackson Pkwy NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=11908370590922026417,(404) 799-8000,1 hour 28 mins,13 mins
Ashford at Springlake,33.724667,-84.570546,ChIJ90XG4wYf9YgRTAGqX5RvXz8,30336,http://rjamesproperties.com/properties/ashford/,"6200 Bakers Ferry Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=4566491230227792204,(404) 629-1708,1 hour 42 mins,35 mins
The Preserve at Collier Ridge,33.781868,-84.494406,ChIJ944MqJcb9YgRTqQqqbWx3qo,30336,http://www.preserveatcollierridge.com/,"1021 Harwell Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=12312473825062855758,(404) 792-0100,1 hour 36 mins,9 mins
Riverside Apartment Townhomes,33.77183,-84.562222,ChIJbd9rjykZ9YgRckz0Sa1A9RA,30336,http://www.jamcoproperties.com/property/38/Riverside-Apartment-Townhomes-,"214 Twin Hill Rd, Austell, GA 30168, USA",https://maps.google.com/?cid=1221953986915224690,(770) 944-2513,2 hours 53 mins,1 hour 53 mins
Avonlea Tributary,33.731851,-84.605926,ChIJc9Xqwdch9YgRmghkabY13io,30336,http://www.avonleatributary.com/,"2580 Summer Lake Rd, Lithia Springs, GA 30122, USA",https://maps.google.com/?cid=3088965451991222426,(770) 819-0500,2 hours 29 mins,1 hour 37 mins
Orchard Lane Apartments,33.785019,-84.546306,ChIJGbPbVz4Z9YgRLcE1axgkZdw,30336,http://www.orchardlaneapartments.com/,"6862 Mableton Pkwy SE, Mableton, GA 30126, USA",https://maps.google.com/?cid=15881139348288422189,(770) 941-9971,2 hours 16 mins,1 hour 16 mins
Appliance Warehouse,33.747433,-84.542352,ChIJjXV6RL8e9YgRgiaXuEIquJ0,30336,https://www.appliancewhse.com/atlantawasherdryerrental.asp,"4705 Bakers Ferry Rd SW # I, Atlanta, GA 30336, USA",https://maps.google.com/?cid=11364880125722568322,(800) 693-4343,1 hour 31 mins,15 mins
West Eleven Apartments,33.723519,-84.577326,ChIJpbweIwgf9YgRVkCRYEe9Fus,30336,http://www.aspensquare.com/georgia/atlanta/apartments/west-eleven-apartments,"1104 Westchase St, Atlanta, GA 30336, USA",https://maps.google.com/?cid=16939935162661158998,(404) 267-0947,1 hour 55 mins,55 mins
Upland Townhomes,33.78508,-84.547737,ChIJQWoFiD4Z9YgReHurOBz9reM,30336,http://www.uplandtownhomes.com/,"6850 Mableton Pkwy SE, Mableton, GA 30126, USA",https://maps.google.com/?cid=16406047315232258936,(770) 941-0088,2 hours 16 mins,1 hour 16 mins
Kingsley Village,33.777282,-84.559042,ChIJrWsmACYZ9YgRJVDIVzuuc4k,30336, ,"595 Six Flags Dr, Austell, GA 30168, USA",https://maps.google.com/?cid=9904451575416901669,(770) 819-2626,2 hours 16 mins,1 hour 16 mins
Hunter's Grove,33.777381,-84.570746,ChIJrWsmACYZ9YgRZ0cGSU7n0HQ,30336, ,"575 Six Flags Dr, Austell, GA 30168, USA",https://maps.google.com/?cid=8417482026974070631,(770) 941-9440,2 hours 53 mins,1 hour 53 mins
WestChase Apartments,33.723816,-84.579122,ChIJUZE17Qkf9YgRyZgHcuZFcaQ,30336, ,"1102 Westchase St, Atlanta, GA 30336, USA",https://maps.google.com/?cid=11849328950646380745, ,1 hour 55 mins,55 mins
Sierra Forest,33.790501,-84.556611,ChIJv138xBgZ9YgRE93mz7QCYiE,30336, ,"6660 Mableton Pkwy SE, Mableton, GA 30126, USA",https://maps.google.com/?cid=2405488126574648595,(770) 745-6511,2 hours 16 mins,1 hour 16 mins
The Lexington Apartments,33.671664,-84.460482,ChIJ2e4G7J_i9IgRincdA8V92Fg,30337,http://www.jamcoproperties.com/property.jsp?catid=28,"3073 Washington Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=6402005155421452170,(404) 761-6446,15 mins,16 mins
Alexandria Landing,33.618212,-84.459824,ChIJ2-HJchjj9IgRGmw19ul-F3Q,30337, ,"2135 Godby Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=8365294376187161626,(404) 762-6620,10 mins,23 mins
Princeton Court Apartments,33.656241,-84.438581,ChIJ543ZSbPi9IgRVhYANtrcV14,30337,http://www.liveatprincetoncourt.com/,"3633 Howard Dr, College Park, GA 30337, USA",https://maps.google.com/?cid=6798144992306009686,(404) 768-9332,18 mins,32 mins
Diplomat Townhouse Apartments,33.650366,-84.478772,ChIJ8Y_NOfXi9IgRzBzvsK8736Q,30337, ,"2700 Camp Creek Pkwy, College Park, GA 30337, USA",https://maps.google.com/?cid=11880279967800433868,(404) 565-0104,39 mins,20 mins
The Legends at Laura Creek,33.647678,-84.488682,ChIJA33IZl3i9IgRMEXrJZ3VNe8,30337,http://thelegendsatlauracreek.smpmgt.com/,"3200 Lakeview Pl, Atlanta, GA 30337, USA",https://maps.google.com/?cid=17236918019753198896,(404) 969-6951,39 mins,20 mins
Embarcadero Club Apartments,33.62314,-84.460995,ChIJaTaiAh_j9IgRoxEeIFC1WAo,30337,http://www.liveatembarcaderoclub.com/,"2210 Sullivan Rd, College Park, GA 30337, USA",https://maps.google.com/?cid=745545094070669731,(866) 591-3984,38 mins,28 mins
Avery Park Townhomes,33.647414,-84.474609,ChIJcd1dj_Pi9IgRhQK0SXkHw1c,30337, ,"2609 Charlestown Dr, College Park, GA 30337, USA",https://maps.google.com/?cid=6323906519267279493,(404) 762-9606,29 mins,19 mins
West Cove,33.611477,-84.450037,ChIJcfnlGTrj9IgRJz24JmspOqo,30337, ,"5271 W Fayetteville Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=12266162075284815143,(770) 991-3301,10 mins,23 mins
Manor Glenn Apartments,33.61504,-84.453881,ChIJCTFcYDvj9IgRBm2yIjyUF0U,30337, ,"2001 Godby Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=4978610899082439942,(770) 991-2557,10 mins,23 mins
